model,dataset,schema,seed,emotion,f1,support
random_forest_bow,go_emotions,native,42,disapproval,0.08333333333333333,267
random_forest_bow,go_emotions,native,42,disgust,0.21621621621621623,123
random_forest_bow,go_emotions,native,42,embarrassment,0.0,37
random_forest_bow,go_emotions,native,42,excitement,0.14659685863874344,103
random_forest_bow,go_emotions,native,42,fear,0.22727272727272727,78
random_forest_bow,go_emotions,native,42,gratitude,0.8553654743390358,352
random_forest_bow,go_emotions,native,42,grief,0.0,6
random_forest_bow,go_emotions,native,42,joy,0.25961538461538464,161
random_forest_bow,go_emotions,native,42,love,0.6745843230403801,238
random_forest_bow,go_emotions,native,42,nervousness,0.0,23
random_forest_bow,go_emotions,native,42,optimism,0.3153526970954357,186
random_forest_bow,go_emotions,native,42,pride,0.1111111111111111,16
random_forest_bow,go_emotions,native,42,realization,0.013422818791946308,145
random_forest_bow,go_emotions,native,42,relief,0.16666666666666666,11
random_forest_bow,go_emotions,native,42,remorse,0.2571428571428571,56
random_forest_bow,go_emotions,native,42,sadness,0.2647058823529412,156
random_forest_bow,go_emotions,native,42,surprise,0.16279069767441862,141
random_forest_bow,go_emotions,native,42,neutral,0.5572565829761176,1787
naive_bayes_bow,go_emotions,ekman6,42,anger,0.4134742404227213,726
naive_bayes_bow,go_emotions,ekman6,42,disgust,0.1990521327014218,123
naive_bayes_bow,go_emotions,ekman6,42,fear,0.1566265060240964,98
naive_bayes_bow,go_emotions,ekman6,42,joy,0.727867320719458,2104
naive_bayes_bow,go_emotions,ekman6,42,sadness,0.39452054794520547,379
naive_bayes_bow,go_emotions,ekman6,42,surprise,0.4401650618982118,677
naive_bayes_bow,go_emotions,ekman6,42,neutral,0.5789052069425901,1787
logreg_bow,go_emotions,ekman6,42,anger,0.4641724793912492,726
logreg_bow,go_emotions,ekman6,42,disgust,0.4728682170542636,123
logreg_bow,go_emotions,ekman6,42,fear,0.5658536585365853,98
logreg_bow,go_emotions,ekman6,42,joy,0.7674305216967333,2104
logreg_bow,go_emotions,ekman6,42,sadness,0.5228426395939086,379
logreg_bow,go_emotions,ekman6,42,surprise,0.4736129905277402,677
logreg_bow,go_emotions,ekman6,42,neutral,0.6323057953144267,1787
linsvm_bow,go_emotions,ekman6,42,anger,0.12090680100755667,726
linsvm_bow,go_emotions,ekman6,42,disgust,0.13533834586466165,123
linsvm_bow,go_emotions,ekman6,42,fear,0.3870967741935484,98
linsvm_bow,go_emotions,ekman6,42,joy,0.7392550143266475,2104
linsvm_bow,go_emotions,ekman6,42,sadness,0.2948717948717949,379
linsvm_bow,go_emotions,ekman6,42,surprise,0.15243101182654403,677
linsvm_bow,go_emotions,ekman6,42,neutral,0.40182996568814333,1787
random_forest_bow,go_emotions,ekman6,42,anger,0.25749167591564925,726
random_forest_bow,go_emotions,ekman6,42,disgust,0.20408163265306123,123
random_forest_bow,go_emotions,ekman6,42,fear,0.18518518518518517,98
random_forest_bow,go_emotions,ekman6,42,joy,0.7487370380218027,2104
random_forest_bow,go_emotions,ekman6,42,sadness,0.3643724696356275,379
random_forest_bow,go_emotions,ekman6,42,surprise,0.18337408312958436,677
random_forest_bow,go_emotions,ekman6,42,neutral,0.5571472112160927,1787
naive_bayes_bow,go_emotions,sentiment3,42,positive,0.727867320719458,2104
naive_bayes_bow,go_emotions,sentiment3,42,negative,0.5640831758034026,1262
naive_bayes_bow,go_emotions,sentiment3,42,ambiguous,0.4401650618982118,677
naive_bayes_bow,go_emotions,sentiment3,42,neutral,0.5789052069425901,1787
logreg_bow,go_emotions,sentiment3,42,positive,0.7674305216967333,2104
logreg_bow,go_emotions,sentiment3,42,negative,0.5980806142034549,1262
logreg_bow,go_emotions,sentiment3,42,ambiguous,0.4736129905277402,677
logreg_bow,go_emotions,sentiment3,42,neutral,0.6323057953144267,1787
linsvm_bow,go_emotions,sentiment3,42,positive,0.7392550143266475,2104
linsvm_bow,go_emotions,sentiment3,42,negative,0.42964678633468445,1262
linsvm_bow,go_emotions,sentiment3,42,ambiguous,0.15243101182654403,677
linsvm_bow,go_emotions,sentiment3,42,neutral,0.40182996568814333,1787
random_forest_bow,go_emotions,sentiment3,42,positive,0.7467948717948718,2104
random_forest_bow,go_emotions,sentiment3,42,negative,0.4668523676880223,1262
random_forest_bow,go_emotions,sentiment3,42,ambiguous,0.19291819291819293,677
random_forest_bow,go_emotions,sentiment3,42,neutral,0.5553869499241275,1787
